tournamentId,matchNum,teamId,playerName,DBNOs,assists,damageDealt,kills,longestKill,revives,timeSurvived
1,6,10,ssantt1,0,0,190.99007,0,0.0,0,1216
1,6,5,Amlaith,1,0,137.91788,0,0.0,0,621
1,6,2,RaiVer59,0,1,171.0643,1,11.274862,0,1185
1,6,2,KyRench,0,0,0.0,0,0.0,1,1185
1,6,11,Akitsyokai,2,1,290.95453,3,15.679834,2,1457
1,6,11,kAkASHi_KONCH,2,0,253.2728,0,0.0,2,1421
1,6,11,DED_B_O6ED,3,2,556.93,1,327.724,3,1465
1,6,2,hiles8,0,0,0.0,0,0.0,0,634
1,6,9,bakashiniji,0,0,174.57523,0,0.0,1,1182
1,6,12,SsSoyer,4,0,789.7814,5,253.16196,1,1548
1,6,11,Pure_Sosop,1,1,288.81247,2,178.54567,0,1441
1,6,18,Zoovoo_,0,0,206.46448,0,0.0,0,1143
1,6,8,mr-Bot2010,0,0,0.0,0,0.0,0,1011
1,6,10,60M_6EP,1,0,194.16075,1,2.3937693,0,1216
1,6,3,TonyKotana,2,0,200.00002,1,18.689146,0,640
1,6,1,midasVeno,0,0,0.0,0,0.0,0,850
1,6,7,dallas1995,1,0,189.80753,2,189.7779,0,1195
1,6,19,LowParadox,4,1,506.37805,5,276.7222,0,1592
1,6,16,Ex_He_3a6aHuJlo,2,1,380.26202,2,77.52894,0,1598
1,6,17,LOPRIK,0,0,107.009995,0,0.0,0,794
1,6,6,TWITCH-MAYBECH_,3,0,216.57915,2,86.16651,0,154
1,6,9,Rocketq_q,2,0,500.35086,2,144.44193,0,1159
1,6,14,S_trannik,1,0,157.8,1,51.64593,0,378
1,6,9,cniiinw1221,1,0,124.962425,1,3.9511755,2,1151
1,6,6,vbunkere67,1,0,399.37222,0,0.0,0,508
1,6,12,wisdm,2,0,162.82,1,53.73463,2,1548
1,6,16,NONAME_RD7939,0,0,222.25333,2,53.088203,0,1598
1,6,3,Abq_elitetv,0,0,0.0,0,0.0,0,96
1,6,6,bogatir,0,1,52.92,0,0.0,0,131
1,6,18,jona_____,3,0,317.6683,4,146.48161,0,1210
1,6,3,Lirachka,0,0,0.0,0,0.0,0,640
1,6,5,RoninKraken1703,0,0,0.0,0,0.0,0,461
1,6,13,kickmehorse,0,0,0.0,0,0.0,0,1146
1,6,3,BaH9_kpytou,0,0,0.0,0,0.0,0,640
1,6,9,Frolish,0,0,0.0,0,0.0,0,225
1,6,4,SHOULD_YT-_-,0,2,220.4,1,66.93257,1,1056
1,6,4,GazBro27,2,0,299.6448,2,31.49251,1,1056
1,6,4,Ththth1020,0,0,0.0,0,0.0,0,118
1,6,15,Sharkologia,0,0,0.0,0,0.0,0,1091
1,6,17,naleitechai,0,0,49.02,0,0.0,0,794
1,6,18,HS_ZiP666,1,2,262.2993,1,8.999698,0,1008
